fold,origin_id,origin_date,arm,inner_n,direction_candidate,magnitude_candidate,probability_candidate
37,decision_close_2026_4,2026-06-11,history,81,history|lambda=0.001|scaling=fixed,history|lambda=1|scaling=fixed,history|lambda=0.01|scaling=fixed
37,decision_close_2026_4,2026-06-11,history_tfidf,81,history_tfidf|lambda=0.001|scaling=row_only,history_tfidf|lambda=0.001|scaling=column_standardized,history_tfidf|lambda=0.01|scaling=row_only
37,decision_close_2026_4,2026-06-11,history_lsa,81,history_lsa|lambda=0.01|scaling=row_only,history_lsa|lambda=1|scaling=row_only,history_lsa|lambda=0.1|scaling=row_only
37,decision_close_2026_4,2026-06-11,history_qwen_all,81,history_qwen_all|lambda=0.01|scaling=fixed,history_qwen_all|lambda=1|scaling=fixed,history_qwen_all|lambda=0.1|scaling=fixed
37,decision_close_2026_4,2026-06-11,history_qwen_inflation,81,history_qwen_inflation|lambda=0.01|scaling=fixed,history_qwen_inflation|lambda=1|scaling=fixed,history_qwen_inflation|lambda=0.01|scaling=fixed
37,decision_close_2026_4,2026-06-11,history_qwen_demand,81,history_qwen_demand|lambda=0.001|scaling=fixed,history_qwen_demand|lambda=1|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed
37,decision_close_2026_4,2026-06-11,history_qwen_forward,81,history_qwen_forward|lambda=0.01|scaling=fixed,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward|lambda=0.1|scaling=fixed
37,decision_close_2026_4,2026-06-11,history_qwen_scores_only,81,history_qwen_scores_only|lambda=0.001|scaling=fixed,history_qwen_scores_only|lambda=1|scaling=fixed,history_qwen_scores_only|lambda=0.1|scaling=fixed
37,decision_close_2026_4,2026-06-11,history_qwen_missing_only,81,history_qwen_missing_only|lambda=0.001|scaling=fixed,history_qwen_missing_only|lambda=1|scaling=fixed,history_qwen_missing_only|lambda=0.01|scaling=fixed
37,decision_close_2026_4,2026-06-11,proxy_market,81,proxy_market|lambda=0.1|scaling=fixed,proxy_market|lambda=1|scaling=fixed,proxy_market|lambda=0.1|scaling=fixed
37,decision_close_2026_4,2026-06-11,proxy_market_lsa,81,proxy_market_lsa|lambda=0.01|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized
37,decision_close_2026_4,2026-06-11,history_transformer,81,history_transformer|lambda=1|scaling=fixed,history_transformer|lambda=0.1|scaling=fixed,history_transformer|lambda=1|scaling=fixed
